sentence_id|generated_sentence|language
LJ009-0145|and he seemed to suffer great inward agitation when the ordinary particularly alluded to the crime for the perpetration of which he stood condemned.|English
LJ009-0146|Mr. Carver, the ordinary, appears to have addressed himself directly to Courvoisier,|English
LJ009-0147|and to have dwelt with more emphasis than good taste upon the nature of the crime, and the necessity for repentance.|English
LJ009-0148|But the chaplain admitted that the solitude of the convict's cell|English
LJ009-0149|was more appropriate for serious reflection and profitable ministration than this exciting occasion before a large and public assembly.|English
LJ009-0150|So far as I can find, Courvoisier was the last condemned criminal who was thus exhibited to a crowd of morbidly curious spectators.|English
LJ009-0151|The atrocity of the murder no doubt attracted extraordinary attention to it.|English
LJ009-0152|The crowd outside Newgate on the day of execution has already been described; but there was also a select gathering of distinguished visitors within the jail.|English
LJ009-0153|First came the sheriffs, the under-sheriffs, and several aldermen and city officials, then Lord Powerscourt and several other peers of the realm.|English
LJ009-0154|Mr. Charles Kean the tragedian was also present,|English
LJ009-0155|drawn to this terrible exhibition by the example of his father, the more celebrated Edmund Kean, who had witnessed the execution of Thistlewood|English
LJ009-0156|"with a view, as he himself said, ""to his professional studies."""|English
LJ009-0157|But there is little doubt that as executions became more rare they made more impression on the public mind.|English
LJ009-0158|Already a strong dislike to the reckless and almost indiscriminate application of the extreme penalty was apparent in all classes,|English
LJ009-0159|and the mitigation of the criminal code, for which Romilly had so strenuously labored, was daily more and more of an accomplished fact.|English
LJ009-0160|In eighteen thirty-two|English
LJ009-0161|capital punishment was abolished for forgery, except in cases of forging or altering wills or powers of attorney to transfer stock.|English
LJ009-0162|Nevertheless, after that date no person whatever was executed for this offense.|English
LJ009-0163|In the same year capital punishment was further restricted, and ceased to be the legal sentence for coining,|English
LJ009-0164|sheep or horse stealing, and stealing in a dwelling-house.|English
LJ009-0165|House-breaking, as distinguished from burglary, was similarly exempted in the following year;|English
LJ009-0166|next, the offenses of returning from transportation, stealing post-office letters, and sacrilege were no longer punishable with death.|English
LJ009-0167|In eighteen thirty-seven Lord John Russell's acts swept away a number of capital offenses, including cutting and maiming, rick-burning,|English
LJ009-0168|robbery, burglary, and arson.|English
LJ009-0169|Within a couple of years the number of persons sentenced to death in England had fallen from four hundred and thirty-eight in eighteen thirty-seven|English
LJ009-0170|to fifty-six in eighteen thirty-nine.|English
LJ009-0171|Gradually the application of capital punishment became more and more restricted, and was soon the penalty for murder alone.|English
LJ009-0172|While in London, for instance, in eighteen twenty-nine, twenty-four persons had been executed for crimes other than murder,|English
LJ009-0173|from eighteen thirty-two to eighteen forty-four not a single person had been executed in the metropolis except for this the gravest crime.|English
LJ009-0174|In eighteen thirty-seven the death penalty was practically limited to murder or attempts to murder,|English
LJ009-0175|and in eighteen forty-one this was accepted as the almost universally established rule.|English
LJ009-0176|Seven other crimes, however, were still capital by law, and so continued till the passing of the Criminal Consolidation Acts of eighteen sixty-one.|English
LJ009-0177|With the amelioration of the criminal code, other cruel concomitants of execution also disappeared.|English
LJ009-0178|In eighteen thirty-two the dissection of bodies cut down from the gallows, which had been decreed centuries previously, was abolished;|English
LJ009-0179|the most recent enactment in force was the ninth George the fourth cap. thirty-one, which directed the dissection of all bodies of executed murderers,|English
LJ009-0180|the idea being to intensify the dread of capital punishment. That such dread was not universal or deep-seated may be gathered from the fact|English
LJ009-0181|that authentic cases were known previous to the first cited act of criminals selling their own bodies to surgeons for dissection.|English
LJ009-0182|This dissection was carried out for Newgate prisoners in Surgeons' Hall, adjoining Newgate,|English
LJ009-0183|the site of the present Sessions House of the Old Bailey, and the operation was witnessed by students and a number of curious spectators.|English
LJ009-0184|Lord Ferrers' body was brought to Surgeons' Hall after execution in his own carriage and six;|English
LJ009-0185|after the post mortem had been carried out, the corpse was exposed to view in a first-floor room.|English
LJ009-0186|Pennant speaks of Surgeons' Hall as a handsome building, ornamented with Ionic pilasters, and with a double flight of steps to the first floor.|English
LJ009-0187|Beneath is a door for the admission of the bodies of murderers and other felons. There were other public dissecting rooms for criminals.|English
LJ009-0188|One was attached to Hicks' Hall, the Clerkenwell Sessions House, built out of monies provided by Sir Baptist Hicks, a wealthy alderman of the reign of James the first|English
LJ009-0189|Persons were still living in eighteen fifty-five who had witnessed dissections at Hicks' Hall, and|English
LJ009-0190|whom the horrid scene, with the additional effect of some noted criminals hanging on the walls, drove out again sick and faint,|English
LJ009-0191|as we have heard some relate, and with pale and terrified features, to get a breath of air.|English
LJ009-0192|The dissection of executed criminals was abolished soon after the discovery of the crime of burking,|English
LJ009-0193|with the idea that ignominy would no longer attach to an operation which ceased to be compulsory for the most degraded beings;|English
LJ009-0194|and that executors or persons having lawful possession of the bodies|English
LJ009-0195|of people who had died friendless, would voluntarily surrender them for the advancement of medical science.|English
LJ009-0196|Another brutal practice had nearly disappeared about the time of the abolition of dissection. This was the public exhibition of the body,|English
LJ009-0197|as was done in the case of Mrs. Phipoe, the murderess, who was executed in front of Newgate in seventeen ninety-eight,|English
LJ009-0198|and her body publicly exhibited in a place built for the purpose in the Old Bailey.|English
LJ009-0199|About this time I find that the bodies of two murderers, Clench and Mackay,|English
LJ009-0200|were publicly exposed in a stable in Little Bridge Street, near Apothecaries' Hall,|English
LJ009-0201|Surgeons' Hall being let to the lieutenancy of the county for the accommodation of the militia.|English
LJ009-0202|In eighteen eleven Williams, who murdered the Marrs in Ratcliffe Highway, having committed suicide in jail to escape hanging,|English
LJ009-0203|it was determined that a public exhibition should be made of the body through the neighborhood which had been the scene of the monster's crimes.|English
LJ009-0204|A long procession was formed, headed by constables, who cleared the way with their staves.|English
LJ009-0205|Then came the newly-formed horse patrol, with drawn cutlasses,|English
LJ009-0206|parish officers, peace officers, the high constable of the county of Middlesex on horseback, and then the body of Williams,|English
LJ009-0207|extended at full length on an inclined platform|English
LJ009-0208|erected on the cart, about four feet high at the head, and gradually sloping towards the horse, giving a full view of the body,|English
LJ009-0209|which was dressed in blue trousers and a blue-and-white striped waistcoat, but without a coat, as when found in the cell.|English
LJ009-0210|On the left side of the head the fatal mall,|English
LJ009-0211|and on the right the ripping chisel, with which the murders had been committed, were exposed to view.|English
LJ009-0212|The countenance of Williams was ghastly in the extreme, and the whole had an appearance too horrible for description.|English
LJ009-0213|The procession traversed Ratcliffe twice, halting for a quarter of an hour in front of the victims' dwelling,|English
LJ009-0214|"and was accompanied throughout by ""an immense concourse of persons, eager to get a sight of the murderer's remains."|English
LJ009-0215|All the shops in the neighborhood were shut, and the windows and tops of the houses were crowded with spectators.|English
LJ009-0216|Hanging in chains upon the gibbet which had served for the execution,|English
LJ009-0217|or on another specially erected on some commanding spot, had fallen into disuse by eighteen thirty-two.|English
LJ009-0218|But there was an attempt to revive it at that date, when the act for dispensing with the dissection of criminals was passed.|English
LJ009-0219|A clause was inserted to the effect that|English
LJ009-0220|the bodies of all prisoners convicted of murder should either be hung in chains, or buried under the gallows on which they had been executed,|English
LJ009-0221|according to the discretion of the court before whom the prisoners might be tried.|English
LJ009-0222|The revival of this barbarous practice caused much indignation in certain quarters,|English
LJ009-0223|but it was actually tried in two provincial towns, Leicester and Durham.|English
LJ009-0224|At the first-named the exhibition nearly created a tumult, and the body was taken down and buried,|English
LJ009-0225|but not before the greatest scandal had been caused by the unseemly proceedings of the crowd that flocked to see the sight. A sort of fair was held,|English
LJ009-0226|gaming-tables were set up, cards were played under the gibbet, to the disturbance of the public peace and the annoyance of all decent people.|English
LJ009-0227|At Jarrow Stake, where the Durham murderer's body was exposed, there were similar scenes, mingled with compassion for the culprit's family,|English
LJ009-0228|and a subscription was set on foot for them then and there at the foot of the gibbet.|English
LJ009-0229|Later on, after dark, some friends of the deceased stole the body and buried it in the sand, and this was the end of hanging in chains.|English
LJ009-0230|After this a law was passed which prescribed that the bodies of all executed murderers should be buried within the walls of the jail.|English
LJ009-0231|Although these objectionable practices had disappeared,|English
LJ009-0232|there were still many shocking incidents at executions, owing to the bungling and unskilful way in which the operation was performed.|English
LJ009-0233|The rope still broke sometimes, although it was not often that the horrid scene seen at Jersey at the beginning of the century was repeated.|English
LJ009-0234|There the hangman added his weight to that of the suspended culprit,|English
LJ009-0235|and having first pulled him sideways, then got upon his shoulders, so that the rope broke.|English
LJ009-0236|To the great surprise of all who witnessed this dreadful scene,|English
LJ009-0237|the poor criminal rose straight upon his feet, with the hangman on his shoulders, and immediately loosened the rope with his fingers.|English
LJ009-0238|After this the sheriffs sent for another rope, but the spectators interfered, and the man was carried back to jail.|English
LJ009-0239|The whole case was referred to the king, and the poor wretch, whose crime had been a military one, was eventually pardoned.|English
LJ009-0240|A somewhat similar event happened at Chester not long afterwards; the ropes by which two offenders were turned off broke a few inches from their necks.|English
LJ009-0241|They were taken back to jail, and were again brought out in the afternoon, by which time fresh and stronger ropes had been procured,|English
LJ009-0242|and the sentence was properly and completely carried out.|English
LJ009-0243|Other cases might be quoted,|English
LJ009-0244|especially that of William Snow, alias Sketch, who slipped from the gallows at Exeter and fell to the ground.|English
LJ009-0245|He soon rose to his feet, and hearing the sorrowful exclamations of the populace, coolly said,|English
LJ009-0246|Good people, do not be hurried; I am not, I can wait.|English
LJ009-0247|Similar cases were not wanting as regards the executions before Newgate. Others were not less horrible, although there was no failure of apparatus.|English
LJ009-0248|Sometimes the condemned man made a hard fight for life.|English
LJ009-0249|When Charles White was executed in eighteen twenty-three for arson, he arranged a handkerchief|English
LJ009-0250|in such a way that the executioner found a difficulty in pinioning his hands.|English
LJ009-0251|White managed to keep his wrists asunder, and continued to struggle with the officials for some time. Eventually he was pinioned with a cord in the usual manner.|English
LJ009-0252|On the scaffold he made a violent attempt to loosen his bonds, and succeeded in getting his hands free.|English
LJ009-0253|Then with a strong effort he pushed off the white cap, and tried to liberate his neck from the halter, which by this time had been adjusted.|English
LJ009-0254|The hangman summoned assistance, and with help tied the cap over White's face with a handkerchief.|English
LJ009-0255|The miserable wretch during the whole of this time was struggling with the most determined violence, to the great horror of the spectators.|English
LJ009-0256|Still he resisted.|English
LJ009-0257|and having got from the falling drop to the firm part of the platform, he nearly succeeded in tearing the handkerchief from his eyes.|English
LJ009-0258|However, the ceremony went forward, and when the signal was given the drop sank.|English
LJ009-0259|The wretched man did not fall with it, but jumped on to the platform, and seizing the rope with his hands, tried to avoid strangulation.|English
LJ009-0260|The spectacle was horrible;|English
LJ009-0261|the convict was half on the platform, half hanging, and the convulsions of his body were appalling.|English
LJ009-0262|The crowd vociferously yelled their disapproval, and at length|English
LJ009-0263|the executioner forced the struggling criminal from the platform, so that the rope sustained his whole weight.|English
LJ009-0264|His face was visible to the whole crowd, and was fearful to behold.|English
LJ009-0265|Even now his sufferings were not at an end,|English
LJ009-0266|and his death was not compassed until the executioner terminated his sufferings by hanging on to his legs.|English
LJ009-0267|When Luigi Buranelli was executed in eighteen fifty-five,|English
LJ009-0268|through the improper adjustment of the rope his sufferings were prolonged for five minutes;|English
LJ009-0269|his chest heaved, and it was evident that his struggle was a fearful one.|English
LJ009-0270|A worse case still was that of William Bousfield, who, when awaiting execution for murder, about the same date,|English
LJ009-0271|had attempted to throw himself upon the fire in his condemned cell.|English
LJ009-0272|He was in consequence so weak when brought out for execution, that he had to be carried by four men,|English
LJ009-0273|two supporting his body and two his legs.|English
LJ009-0274|His wretched, abject condition, seated in a chair under the drop, was such as almost to unnerve the executioner Calcraft,|English
LJ009-0275|who bad been further upset by a letter threatening to shoot him when he appeared to perform his task.|English
LJ009-0276|Calcraft, the moment he had adjusted the cap and rope, ran down the steps, drew the bolt, and disappeared.|English
LJ009-0277|For a second or two the body hung motionless, then, with a strength that astonished the attendant officials,|English
LJ009-0278|Bousfield slowly drew himself up, and rested with his feet on the right side of the drop.|English
LJ009-0279|One of the turnkeys rushed forward and pushed him off.|English
LJ009-0280|Again the wretched creature succeeded in obtaining foothold, but this time on the left side of the drop.|English
LJ009-0281|Calcraft was forced to return, and he once more pushed Bousfield off,|English
LJ009-0282|who for the fourth time regained his foothold. Again he was repelled,|English
LJ009-0283|this time Calcraft adding his weight to the body, and the strangulation was completed.|English
LJ009-0284|It was stated in evidence before the Commission on Capital Punishment in eighteen sixty-four,|English
LJ009-0285|that Calcraft's method of hanging was very rough, much the same as if he had been hanging a dog.|English
LJ009-0286|"There has never been much science in the system of carrying out the extreme penalty in this country; the ""finisher of the law"""|English
LJ009-0287|has come more by chance than fitness or special education to exercise his loathsome office.|English
LJ009-0288|Calcraft, of whom mention has just been made, was by trade a lady's shoemaker,|English
LJ009-0289|and before he took to hanging he was employed as a watchman at Reid's brewery in Liquorpond Street.|English
LJ009-0290|He was at first engaged as assistant to the executioner Tom Cheshire, but in due course rose to be chief.|English
LJ009-0291|He was always known as a mild-mannered man of simple tastes, much given to angling in the New River, and a devoted rabbit fancier.|English
LJ009-0292|"He was well known in the neighborhood where he resided, and the street gamins cried ""Jack Ketch"" as he went along the street."|English
LJ009-0293|While Calcraft was in office other aspirants to fame appeared in the field.|English
LJ009-0294|One was Askern,|English
LJ009-0295|who had been a convicted prisoner at York, but who consented to act as hangman when Calcraft was engaged, and no other functionary could be obtained.|English
LJ009-0296|It was not always easy to hire a hangman.|English
LJ009-0297|There is still extant a curious petition presented to the Treasury by Ralph Griffith, Esq., high sheriff of Flintshire,|English
LJ009-0298|which sets forth that the petitioner had been at great expense by sending clerks and agents to Liverpool and Shrewsbury to hire an executioner.|English
LJ009-0299|The man to be hanged belonged to Wales, and no Welshman would do the job.|English
LJ009-0300|Traveling expenses of these agents cost fifteen pounds, and another ten pounds were spent in the hire of a Shropshire man,|English
LJ009-0301|who deserted, and was pursued, but without success.|English
LJ009-0302|Another man was hired, himself a convict, whose fees for self and wife were twelve guineas.|English
LJ009-0303|Then came the cost of the gallows,|English
LJ009-0304|four pounds, twelve shillings; and finally the funeral, cart, coffin, and other petty expenses, amounting to seven pounds ten|English
LJ010-0001|The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section thirteen: Newgate notorieties, part one.|English
LJ010-0002|In chapter two of the present volume I brought down the record of crime to the second decade of the present century.|English
LJ010-0003|I propose now to continue the subject, and to devote a couple of chapters to criminal occurrences of a more recent date,|English
LJ010-0004|only premising that as accounts become more voluminous I shall be compelled to deal with fewer cases,|English
LJ010-0005|taking in preference those which are typical and invested with peculiar interest. It is somewhat remarkable that a marked change soon comes over the Calendar.|English
LJ010-0006|Certain crimes, those against the person especially, diminished gradually. They became less easy or remunerative.|English
LJ010-0007|Police protection was better and more effective;|English
LJ010-0008|the streets of London were well lighted, the suburbs were more populous and regularly patrolled.|English
LJ010-0009|People, too, were getting into the habit of carrying but little cash about them, and no valuables but their watches or personal jewelery.|English
LJ010-0010|Street robberies offered fewer inducements to depredators, and evil-doers were compelled to adopt other methods of preying upon their fellows.|English
LJ010-0011|This led to a rapid and marked increase in all kinds of fraud;|English
LJ010-0012|and prominent in the criminal annals of Newgate in these later years will be found numerous remarkable instances of this class of offense --|English
LJ010-0013|forgeries committed systematically, and for long periods, as in the case of Fauntleroy,|English
LJ010-0014|to cover enormous defalcations; the fabrication of deeds, wills, and false securities|English
LJ010-0015|for the purpose of misappropriating funds or feloniously obtaining cash;|English
LJ010-0016|thefts of bullion, bank-notes, specie, and gold-dust, planned with consummate ingenuity,|English
LJ010-0017|eluding the keenest vigilance, and carried out with reckless daring;|English
LJ010-0018|jewel-boxes cleverly stolen under the very noses of owners or care-takers.|English
LJ010-0019|As time passed,|English
LJ010-0020|the extraordinary extension of all commercial operations led to many entirely novel and often gigantic financial frauds.|English
LJ010-0021|The credulity of investors, the unscrupulous dishonesty of bankers,|English
LJ010-0022|the slackness of supervision over wholly irresponsible agents, produced many terrible monetary catastrophes,|English
LJ010-0023|and lodged men like Cole, Robson, and Redpath in Newgate.|English
LJ010-0024|While the varying conditions of social life thus brought about many changes in the character of offenses against property,|English
LJ010-0025|those against the person became more and more limited to the most heinous, or those which menaced or destroyed life.|English
LJ010-0026|There was no increase in murder or manslaughter; the number of such crimes remained pretty constant proportionately to population.|English
LJ010-0027|Nor did the methods by which they were perpetrated greatly vary from those in times past.|English
LJ010-0028|The causes also continued much the same. Passion, revenge, cupidity, sudden ebullitions of homicidal rage,|English
LJ010-0029|the cold-blooded, calculating atrocity born of self-interest, were still the irresistible incentives to kill.|English
LJ010-0030|The brutal ferocity of the wild beast once aroused, the same means, the same weapons were employed to do the dreadful deed,|English
LJ010-0031|the same and happily often futile precautions taken to conceal the crime.|English
LJ010-0032|Pegsworth, and Greenacre, and Daniel Good merely reproduced types that had gone before, and that have since reappeared.|English
LJ010-0033|Esther Hibner was as inhuman in her ill-usage of the parish apprentice she killed as Martha Brownrigg had been.|English
LJ010-0034|Thurtell and Hunt followed in the footsteps of Billings, Wood, and Catherine Hayes.|English
LJ010-0035|Courvoisier might have lived a century earlier.|English
LJ010-0036|Hocker was found upon the scene of his crime, irresistibly attracted thither, as was Theodore Gardelle.|English
LJ010-0037|Now and again there seemed to be a recurrence of a murder epidemic,|English
LJ010-0038|as there had been before; as in the year eighteen forty-nine, a year memorable for the Rush murders at Norwich,|English
LJ010-0039|the Gleeson Wilson murder at Liverpool, that of the Mannings in London, and of many more.|English
LJ010-0040|"Men like Mobbs, the miscreant known as ""General Haynau"" on account of his blood-thirstiness, still murdered their wives;"|English
LJ010-0041|or like Cannon the chimney-sweeper, who savagely killed the policeman.|English
LJ010-0042|A not altogether new crime, however, akin to murder,|English
LJ010-0043|although happily never passing beyond dastardly attempts, cropped up in these times, and was often frequently repeated within a short interval.|English
LJ010-0044|The present Queen very soon after her accession|English
LJ010-0045|became the victim of the most cowardly and unmanly outrages, and the attempted murder of the sovereign by Oxford in eighteen forty|English
LJ010-0046|was followed in the very next year by those of Francis and of Bean in two consecutive months,|English
LJ010-0047|while in eighteen fifty Her Majesty was the victim of another outrage at the hands of one Pate.|English
LJ010-0048|These crimes had their origin too often in the disordered brains of lunatics at large, like Captain Goode.|English
LJ010-0049|Their perpetrators were charged with high treason, but met with merciful clemency as irresponsible beings.|English
LJ010-0050|But at various dates treason more distinct and tangible came to the front: attempts to levy war against the State.|English
LJ010-0051|The well-known Cato Street conspiracy,|English
LJ010-0052|which grew out of disturbed social conditions after the last French war, amidst general distress,|English
LJ010-0053|and when the people were beginning to agitate for a larger share of political power, was among the earliest, and to some extent the most desperate, of these.|English
LJ010-0054|Its ringleaders, Thistlewood and the rest, were after capture honored by committal as State prisoners to the Tower,|English
LJ010-0055|but they came one and all to Newgate for trial at the Old Bailey, and remained there after conviction till they were hanged.|English
LJ010-0056|Later on, the Chartists agitated persistently for the concession embraced in the so-called People's Charter, many of which|English
LJ010-0057|are by this time actually, and by more legitimate efforts, engrafted upon our Constitution.|English
LJ010-0058|But the Chartists sought their ends by riot and rebellion, and gained only imprisonment for their pains.|English
LJ010-0059|Some five hundred in all were arrested, but as only three of these were lodged in Newgate, I shall not recur to them in my narrative.|English
LJ010-0060|The Cato Street conspiracy would have been simply ridiculous but for the recklessness of the desperadoes who planned it.|English
LJ010-0061|That some thirty or more needy men should hope to revolutionize England is a sufficient proof of the absurdity of their attempt.|English
LJ010-0062|But they proceeded in all seriousness, and would have shrunk from no outrage or atrocity in furtherance of their foolhardy enterprise.|English
LJ010-0063|The massacre of the whole of the Cabinet Ministers at one stroke was to be followed by an attack|English
LJ010-0064|"upon ""the old man and the old woman,"" as they styled the Mansion House and the Bank of England."|English
LJ010-0065|"At the former the ""Provisional Government"" was to be established,"|English
LJ010-0066|which under Thistlewood as dictator was to rule the nation, by first handing over its capital to fire and pillage.|English
LJ010-0067|This Thistlewood had seen many vicissitudes throughout his strange, adventurous career. The son of a respectable Lincolnshire farmer,|English
LJ010-0068|he became a militia officer, and married a woman with ten thousand pounds, in which, however, she had only a life interest.|English
LJ010-0069|She died early, and Thistlewood, left to his own resources,|English
LJ010-0070|followed the profession of arms, first in the British service, and then in that of the French revolutionary Government.|English
LJ010-0071|It was during this period that he was said to have imbibed his revolutionary ideas.|English
LJ010-0072|Returning to England,|English
LJ010-0073|he found himself rich in a small landed property, which he presently sold to a man who became bankrupt before he had paid over the purchase money.|English
LJ010-0074|After this he tried farming, but failed.|English
LJ010-0075|He married again and came to London, where he soon became notorious as a reckless gambler and a politician holding the most extreme views.|English
LJ010-0076|In this way he formed the acquaintance of Watson and others, with whom he was arraigned for treasonable practices, and imprisoned.|English
LJ010-0077|On his release he sent a challenge to Lord Sidmouth, the Home Secretary, and was again arrested and imprisoned.|English
LJ010-0078|On his second release, goaded by his fancied wrongs, he began to plot a dark and dreadful revenge,|English
LJ010-0079|and thus the conspiracy in which he was the prime mover took shape, and came to a head.|English
LJ010-0080|The Government obtained early and full information of the nefarious scheme.|English
LJ010-0081|One of the conspirators, by name Edwards,|English
LJ010-0082|made a voluntary confession to Sir Herbert Taylor one morning at Windsor; after which Thistlewood and his accomplices were closely watched,|English
LJ010-0083|and measures taken to arrest them when their plans were so far developed that no doubt could remain as to their guilt.|English
LJ010-0084|The day appointed for the murder and rising actually arrived before the authorities interfered.|English
LJ010-0085|It was the day on which Lord Harrowby was to entertain his colleagues at dinner in Grosvenor Square.|English
LJ010-0086|The occasion was considered excellent by the conspirators for disposal of the whole Cabinet at one blow,|English
LJ010-0087|and it was arranged that one of their number should knock at Lord Harrowby's door on the pretense of leaving a parcel,|English
LJ010-0088|and that when it was opened the whole band should rush in.|English
LJ010-0089|While a few secured the servants, the rest were to fall upon Lord Harrowby and his guests.|English
LJ010-0090|Hand-grenades were to be thrown into the dining-room, and during the noise and confusion the assassination of the ministers was to be completed,|English
LJ010-0091|the heads of Lord Castlereagh and Lord Sidmouth being carried away in a bag.|English
LJ010-0092|Lord Harrowby's dinner-party was postponed, but the conspirators knew nothing of it,|English
LJ010-0093|and those who watched his house were further encouraged in their mistake by the arrival of many carriages,|English
LJ010-0094|bound, as it happened, to the Archbishop of York's.|English
LJ010-0095|Meanwhile the main body remained at their headquarters, a ruined stable in Cato Street,|English
LJ010-0096|Edgeware Road, completing their dispositions for assuming supreme power after the blow had been struck.|English
LJ010-0097|Here they were surprised by the police, headed by a magistrate, and supported by a strong detachment of Her Majesty's Guards.|English
LJ010-0098|The police were the first to arrive on the spot, the Guards having entered the street at the wrong end.|English
LJ010-0099|The conspirators were in a loft, approached by a ladder and a trap-door, access through which could only be obtained one by one.|English
LJ010-0100|The first constable who entered Thistlewood ran through the body with a sword, but others quickly followed,|English
LJ010-0101|the lights were extinguished, and a desperate conflict ensued.|English
LJ010-0102|The Guards, headed by Lord Adolphus Fitz Clarence, now reinforced the police, and the conspirators gave way.|English
LJ010-0103|Nine of the latter were captured, with all the war material, cutlasses, pistols, hand-grenades, and ammunition.|English
LJ010-0104|Thistlewood and fourteen more succeeded for the moment in making their escape, but most of them were subsequently taken.|English
LJ010-0105|Thistlewood was discovered next morning in a mean house in White Street, Moorfields.|English
LJ010-0106|He was in bed with his breeches on (in the pockets of which were found a number of cartridges), the black belt he had worn at Cato Street,|English
LJ010-0107|and a military sash.|English
LJ010-0108|The trial of the conspirators came on some six weeks later, at the Old Bailey.|English
LJ010-0109|Thistlewood made a long and rambling defense, the chief features of which were abuse of Lord Sidmouth, and the vilification of the informer Edwards.|English
LJ010-0110|Several of the other prisoners took the same line as regards Edwards,|English
LJ010-0111|and there seems to have been good reason for supposing that he was a greater villain than any of those arraigned.|English
LJ010-0112|"He had been in a state of abject misery, and when he first joined ""the reformers,"" as the Cato Street conspirators called themselves,"|English
LJ010-0113|he had neither a bed to lie upon nor a coat to his back.|English
LJ010-0114|His sudden access to means unlimited was no doubt due to the profitable role he soon adopted of Government informer and spy,|English
LJ010-0115|and it is pretty certain that for some time he served both sides;|English
LJ010-0116|on the one inveigling silly enthusiasts to join in the plot, and denouncing them on the other.|English
LJ010-0117|The employment of Edwards, and the manner in which the conspirators were allowed to commit themselves further and further before the law was set in motion against them,|English
LJ010-0118|were not altogether creditable to the Government.|English
LJ010-0119|It was asserted, not without foundation, at these trials, that Edwards repeatedly incited the associates he was betraying|English
LJ010-0120|to commit outrage, to set fire to houses, throw hand-grenades into the carriages of ministers;|English
LJ010-0121|"that he was, to use Thistlewood's words, ""a contriver, instigator, and entrapper."""|English
LJ010-0122|The Government were probably not proud of their agent, for Edwards, after the conviction had been assured, went abroad to enjoy, it was said,|English
LJ010-0123|an ample pension, so long as he did not return to England.|English
LJ010-0124|Five of the conspirators, Thistlewood, Ings, Brunt, Davidson, and Tidd, were sentenced to death,|English
LJ010-0125|and suffered in the usual way in front of Newgate, with the additional penalty of decapitation, as traitors, after they had been hanged.|English
LJ010-0126|A crowd as great as any known collected in the Old Bailey to see the ceremony, about which there were some peculiar features worth recording.|English
LJ010-0127|The reckless demeanor of all the convicts except Davidson was most marked. Thistlewood and Ings sucked oranges on the scaffold;|English
LJ010-0128|they with Brunt and Tidd scorned the ordinary's ministrations,|English
LJ010-0129|but Ings said he hoped God would be more merciful to him than men had been.|English
LJ010-0130|Ings was especially defiant. He sought to cheer Davidson, who seemed affected, crying out,|English
LJ010-0131|Come, old cock-of-wax, it will soon be over.|English
LJ010-0132|As the executioner fastened the noose, he nodded to a friend he saw in the crowd;|English
LJ010-0133|and catching sight of the coffins ranged around the gallows, he smiled at the show with contemptuous indifference.|English
LJ010-0134|He roared out snatches of a song about Death or Liberty, and just before he was turned off,|English
LJ010-0135|yelled out three cheers to the populace whom he faced.|English
LJ010-0136|"He told the executioner to ""do it tidy,"" to pull it tight, and was in a state of hysterical exaltation up to the very last."|English
LJ010-0137|Davidson, who was the only one who seemed to realize his awful situation, listened patiently and with thankfulness to the chaplain,|English
LJ010-0138|and died in a manner strongly contrasting with that of his fellows.|English
LJ010-0139|After the five bodies had hung for half-an-hour, a man in a mask came forward to complete the sentence.|English
LJ010-0140|Contemporary reports state that from the skillful manner in which he performed the decapitation,|English
LJ010-0141|he was generally supposed to be a surgeon.|English
LJ010-0142|Be this as it may, the weapon used was only an ordinary axe, which rather indicates that force, not skill, was employed.|English
LJ010-0143|This axe is still in existence, and is preserved at Newgate with various other unpleasant curiosities,|English
LJ010-0144|but is only an ordinary commonplace tool.|English
LJ010-0145|These were the last executions for high treason, but not the last prisoners by many who passed through Newgate charged with sedition.|English
LJ010-0146|Attacks upon the sovereign, as I have said, became more common after the accession of the young Queen Victoria in eighteen thirty-eight.|English
LJ010-0147|It was a form of high treason not unknown in earlier reigns. In seventeen eighty-six a mad woman, Margaret Nicholson,|English
LJ010-0148|tried to stab George the third as he was alighting from his carriage at the gate of St. James's Palace.|English
LJ010-0149|She was seized before she could do any mischief,|English
LJ010-0150|and eventually lodged in Bethlehem Hospital, where she died after forty years' detention, at the advanced age of one hundred.|English
LJ010-0151|Again, a soldier, by name Hatfield, who had been wounded in the head, and discharged from the army for unsoundness of mind,|English
LJ010-0152|fired a pistol at George the third from the pit of Drury Lane theatre in eighteen hundred.|English
LJ010-0153|William the fourth was also the victim of a murderous outrage on Ascot race-course in eighteen thirty-two,|English
LJ010-0154|"when John Collins, ""a person in the garb of a sailor, of wretched appearance, and having a wooden leg,"""|English
LJ010-0155|threw a stone at the king, which hit him on the forehead, but did no serious injury.|English
LJ010-0156|Collins, when charged, pleaded that he had lost his leg in action, that he had petitioned without success for a pension,|English
LJ010-0157|and that, as he was starving, he had resolved on this desperate deed,|English
LJ010-0158|feeling, as he said, that he might as well be shot or hanged as remain in such a state.|English
LJ010-0159|He was eventually sentenced to death, but the plea of lunacy was allowed, and he was confined for life.|English
LJ010-0160|None of the foregoing attempts were, however, so dastardly or determined as that made by Oxford upon our present gracious Queen|English
LJ010-0161|two years after she ascended the throne.|English
LJ010-0162|The cowardly crime was probably encouraged by the fearless and confiding manner in which the Queen,|English
LJ010-0163|secure as it seemed in the affections of her loyal people, freely appeared in public.|English
LJ010-0164|Oxford, who was only nineteen at the time his offense was committed, had been born at Birmingham,|English
